date,clicks,conversions,cost_micros,engagements,impressions,interactions,interaction_rate,average_cpm,ctr,average_cpc,conversions_value,value_per_conversion,engagement_rate,average_cost,cost_per_conversion,average_cpe
2021-09-13,4086,13.0,27349.972999999976,725,178602,4764,0.08788439955106622,441859141.92031425,0.08531649831649832,3824546.429517396,0.5768799102132436,0.5768799102132436,0.011836139169472504,3679041.1826038156,1990712.6734006733,81698.68237934905
2021-09-14,5501,38.497,30123.107999999997,1503,324939,6912,0.10067966903073293,487246498.50236404,0.09664893617021285,3915772.192671395,0.25382860520094563,0.3404255319148936,0.011808510638297878,3615060.5088652484,5530315.1678487,98305.38829787234
2021-09-15,5769,28.511,36651.367000000006,2176,385667,7828,0.07874434389140278,495875468.7760181,0.07504524886877836,4769136.164027149,0.49166742081447967,0.96289592760181,0.010140271493212668,4101939.0995475114,6272220.0,119961.889479638
2021-09-16,5447,31.0,38445.35199999999,6836,363578,11961,0.08558542141230072,459888986.71981776,0.08021298405466976,4326654.165148064,0.0,0.0,0.01391799544419134,3313198.908314351,9733523.772209568,145846.24544419136
2021-09-17,5697,45.333,73953.7,15570,440713,20568,0.09070011148272017,656354684.2296544,0.08507692307692322,6817617.11928651,0.2140468227424749,0.6421404682274248,0.011114827201783724,4856206.858416946,13792069.172798216,178611.4503901895
2021-09-18,4960,24.723000000000003,59491.790999999976,3747,312853,8528,0.08857582668187007,661493790.700114,0.08546066134549603,6257176.405929305,1.4314663625997717,2.419612314709236,0.012717217787913343,5583954.144811858,8553231.204104902,171466.5290763968
2021-09-19,4719,29.0,53278.88800000001,495,308651,5179,0.08372325581395355,818523116.0348837,0.0819255813953489,7298899.055813953,0.0,0.0,0.014780232558139539,7132413.701744186,8439183.813953489,77111.75720930233
2021-09-20,5032,49.151,53552.94299999999,1050,232914,5999,0.08939546858908352,658269773.5818744,0.08730381050463444,6247272.155509784,0.08297940267765191,0.07209062821833162,0.008833161688980434,5977013.6673532445,11094865.182286303,137708.5
2021-09-21,5223,69.0,52247.114,1016,255750,6177,0.08975186368477095,489207168.72097975,0.08692225772097972,4998404.433439829,0.0,0.0,0.01082534611288605,4751042.627263046,12434442.615548456,118343.6190628328
2021-09-22,3190,53.273,27452.735999999994,1389,94209,4505,0.08805157593123218,484622782.6131805,0.08174403056351487,5026398.936962751,0.12597612225405921,0.24259789875835722,0.011848137535816617,4533329.916905444,4453506.490926457,54426.458834765996
2021-09-23,3396,50.242,26551.359000000015,2527,95179,5789,0.08204115996258186,489275320.463985,0.07352291861552859,4856287.856875584,0.14912347988774557,0.37043966323666977,0.010590271281571558,4181479.9045837233,2054831.1506080448,96299.92048643592
2021-09-24,3963,23.453,31673.66500000002,3566,141350,7326,0.07920055452865071,464569390.8170056,0.07326894639556386,5141103.984288355,0.10851293900184843,0.23937153419593346,0.008660813308687615,4254353.030036968,2449903.866913124,111274.70101663585
2021-09-25,3385,22.0,27719.814,1880,125511,5165,0.0689379178605541,454827251.38204396,0.0616800382043935,4642230.0114613185,0.0,0.0,0.01012225405921681,4217649.801528175,1727245.4632282713,77917.43018147087
2021-09-26,2538,25.0,22847.29500000002,1186,103992,3641,0.07372727272727277,431357315.1363636,0.06664393939393941,4742158.2727272725,0.0,0.0,0.010684659090909087,4412034.152746213,2669169.492424242,92329.27869318181
2021-09-27,6253,47.0,39464.56100000002,3556,276084,9584,0.08563416815742404,584865092.3801432,0.07957513416815748,5377223.0518783545,0.0,0.0,0.008696779964221824,4805520.715563506,3766221.8676207513,82095.50357781754
2021-09-28,5085,38.0,29954.623,4282,241020,9099,0.07471851851851852,372968782.9851852,0.06807685185185187,3428993.4509259257,0.0,0.0,0.009035185185185184,2581359.6553703705,5521505.344444444,95976.49148148148
2021-09-29,4025,68.404,26656.763999999996,3673,192554,7432,0.10753033980582516,377312991.9563107,0.10055218446601939,2783803.655339806,0.12640533980582525,0.3131067961165049,0.010104368932038834,1821182.495145631,7062674.485436893,133472.29126213593
2021-09-30,4159,47.0,28793.32399999999,4392,286462,8205,0.10179284833538844,414307963.1245376,0.09521578298397047,3265085.401972873,0.0,0.0,0.009012330456226882,1993384.7916152899,8546715.403205918,166539.08631319358
2021-10-01,5695,39.245999999999995,32359.469999999998,9039,611881,14309,0.09787703889585943,433531906.8607277,0.08798117942283559,3634879.0112923463,0.14812421580928484,0.6022584692597239,0.013010037641154331,1880767.0539523212,16009012.406524466,128816.9008782936
2021-10-02,5938,18.0,28145.13399999999,5882,661316,11557,0.07639493670886074,364890688.06329113,0.06762278481012658,3048058.02278481,0.0,0.0,0.014510126582278477,1673888.5044303797,10080119.989873419,169134.92088607594
2021-10-03,7009,20.404,28260.964999999986,4126,749917,10843,0.0765141025641025,333947416.35897434,0.07051923076923085,2725554.86025641,0.05441794871794872,0.1346153846153846,0.012679487179487175,1541817.2397435897,7124484.523076923,159347.96025641027
2021-10-04,11782,28.139999999999997,61028.918000000005,12981,1594453,23901,0.09539041916167668,371861491.9964072,0.08994491017964075,4131546.650299401,0.8821221556886227,0.8101137724550898,0.009395209580838325,1837826.1724550899,15590775.326946108,198772.03113772455
2021-10-05,4885,47.355,32971.60800000002,5637,436185,10112,0.0827475369458128,359440021.05172414,0.07692733990147792,3932655.040640394,1.700332512315271,1.0679027093596059,0.008801724137931032,1823134.2364532019,4674867.098522168,238301.0406403941
2021-10-06,5180,57.0,16652.87199999999,186,476478,5341,0.09123220973782771,365972475.96878904,0.07954307116104872,1660797.4365792759,0.0,0.0,0.014539325842696628,1672277.168289638,4820462.421972535,33418.8240948814
2021-10-07,6168,42.12,14940.131999999998,97,624657,6256,0.09064000000000001,384619090.64551723,0.08602344827586209,1412820.5131034483,0.3553931034482759,0.31721793103448276,0.004918620689655173,1422021.6593103448,1780760.4248275862,32178.59448275862
2021-10-08,5164,48.467999999999996,13753.105000000003,98,534738,5258,0.16952671755725188,561554610.70229,0.14275190839694654,1911379.5305343512,0.24430152671755728,1.0419847328244274,0.02712977099236641,1894739.8988549619,8543978.183206107,21879.452290076337
2021-10-09,4613,39.0,13645.848000000002,596,496567,5157,0.16286311787072247,689668493.4524715,0.13354752851711024,2515315.8707224336,0.0,0.0,0.03174904942965779,2382799.0703422055,7614617.300380228,145165.73954372623
2021-10-10,5239,29.0,20293.888,5224,629490,9983,0.12007692307692315,456243384.52014655,0.0940805860805861,3878362.7838827837,0.0,0.0,0.02897802197802198,2222854.4249084247,34032743.48717949,230651.57142857142
2021-10-11,10025,117.0,114347.10900000005,34138,1211877,41892,0.1240799031476998,581355203.9515738,0.09187167070217928,14018275.246973366,2.6292251815980627,2.62953995157385,0.04850363196125908,2813475.031476998,73972985.094431,1041303.9878934624
2021-10-12,9921,111.76400000000001,115899.29800000005,27044,1032729,34887,0.11482619647355172,540125663.7682619,0.0888438287153654,11035133.617128463,0.323360201511335,0.42317380352644834,0.047256926952141065,3053058.4130982365,108830024.22166246,1089411.1813602014
2021-10-13,9118,118.12700000000001,112639.72100000005,34128,910250,40586,0.13391066997518616,489958112.9528536,0.09420347394540951,10489757.4044665,1.47763523573201,0.6947890818858561,0.06052357320099256,2663454.5223325063,108174885.09181142,721608.8449131513
2021-10-14,9841,100.769,96617.91200000001,40386,1218586,48414,0.11634889434889426,486173212.9385749,0.08123587223587228,10060884.656019656,0.31746437346437345,0.41277641277641275,0.042508599508599504,2992740.4496314498,98251474.44717444,747095.194103194
2021-10-15,10312,118.133,103451.32800000001,34056,1094079,42658,0.10939018087855289,604854704.8940568,0.08781395348837209,8190582.043927649,0.06725839793281654,1.1870801033591731,0.02441602067183462,3393368.881653747,148915660.0620155,486187.1891472868
2021-10-16,8039,57.0,87548.205,26083,879057,32786,0.10675833333333326,662671413.3555555,0.08696111111111117,7298607.358333333,0.0,0.0,0.024677777777777785,3524797.1277777776,112560091.48888889,534596.8305555555
2021-10-17,7988,47.242000000000004,64895.30300000001,14605,877186,21821,0.07802956989247307,506908611.6666667,0.062163978494623635,6887907.354838709,0.27656182795698925,1.1431102150537635,0.025932795698924736,3829304.4516129033,64782217.49462365,487485.21774193546
2021-10-18,10322,74.0,92202.45300000002,23100,1089547,32193,0.09474094707520891,598911715.6935933,0.08093593314763232,8348688.844011142,0.0,0.0,0.023629526462395543,3930308.384401114,92644663.1977716,616713.713091922
2021-10-19,11060,113.5,98114.149,24794,1143921,34295,0.10845833333333335,725634496.2805556,0.0931972222222223,8594996.241666667,0.09722222222222222,0.19444444444444445,0.023866666666666658,3884495.6194444443,75193021.55555555,536018.2916666666
2021-10-20,11694,64.22800000000001,61228.72000000001,11552,1183663,22468,0.0950378378378379,533418443.23783785,0.07787297297297299,6856562.15945946,2.9889216216216217,5.511891891891892,0.029008108108108114,3448508.2297297297,30483141.686486486,386388.8945945946
2021-10-21,5630,64.914,31602.079,2717,408009,8158,0.09048115942028986,583784549.2634783,0.0779826086956522,5496167.736231884,6.06563768115942,19.683408695652172,0.01640289855072464,3467636.3391304347,20271141.27536232,443773.58260869567
2021-10-22,6131,141.833,45079.93600000002,5928,402373,11634,0.1021849865951742,653350294.2788204,0.08846380697050939,6715109.946380697,0.21000804289544237,0.2520107238605898,0.0176970509383378,3723494.0777479894,24587474.76675603,535953.7587131368
2021-10-23,4786,42.083999999999996,23459.62000000001,2532,266537,7133,0.10141538461538466,573691400.1046153,0.08879999999999998,6140742.113846154,0.5478707692307692,13.12,0.01838153846153846,3263803.704615385,37235439.31076923,419705.90461538464
2021-10-24,5309,30.724,24969.63500000001,3277,377823,8291,0.08812536443148687,555410799.7959183,0.07681924198250727,6027550.816326531,0.22161807580174928,0.30612244897959184,0.023253644314868805,3500138.2915451895,21198474.915451895,520721.79591836734
2021-10-25,6728,94.693,49925.13799999999,6881,455877,13097,0.09459178082191784,733855440.1808219,0.08045205479452057,8578949.652054794,0.9668191780821918,1.3943397260273973,0.022073972602739723,4741747.716438356,50102969.019178085,475349.3328767123
2021-10-26,6088,51.0,30570.43800000001,2061,396314,7995,0.09780397727272729,709375044.7670455,0.08416761363636366,6710217.636363637,0.0,0.0,0.018247159090909085,3973968.112215909,10027031.159090908,407142.265625
2021-10-27,6821,67.0,27181.427,1335,476480,8060,0.08361095890410963,559708539.1013699,0.07000273972602743,5237239.756164383,0.0,0.0,0.022841095890410952,3576401.142191781,14072495.561643835,377477.55589041096
2021-10-28,6068,50.5,24659.104,1980,432633,7906,0.09292668621700881,617718576.8328446,0.0769677419354839,5467056.5513196485,0.4504398826979472,0.9008797653958944,0.020475073313782996,3762263.866568915,14414060.609970674,499587.55278592376
2021-10-29,6333,40.0,27016.153,2557,456003,8738,0.0930000000000001,499076547.3041096,0.07606575342465755,5208925.452054795,0.0,0.0,0.024613698630136977,3002034.098630137,12209663.210958904,287448.0109589041
2021-10-30,5608,33.51,22700.053000000004,728,424084,6279,0.09383381924198253,637208211.9591837,0.076131195335277,5262384.962099126,0.40642565597667635,1.5588921282798835,0.027087463556851318,3729666.3469387754,12734832.559766764,370381.1224489796
2021-10-31,4706,25.824,13783.358999999999,771,343683,5410,0.07284883720930235,465206862.1540698,0.061322674418604645,4756673.5058139535,0.9198517441860466,1.1163924418604652,0.024156976744186046,3434030.479651163,7511657.023255814,267452.7543604651
2021-11-01,5768,55.342000000000006,25554.012000000002,4126,409649,9629,0.09365373134328354,541548186.9791045,0.07342089552238808,5607551.232835821,0.24829552238805971,1.4346268656716419,0.02694029850746269,3249175.1620895523,16593294.686567165,350619.3531343283
2021-11-02,7082,40.456,26505.341000000004,3402,602557,10284,0.10368767123287685,551383844.5068493,0.08719452054794519,5433944.419178083,1.9086054794520546,6.16986301369863,0.023161643835616436,3566028.1706849313,16898698.34520548,265256.28849315067
2021-11-03,7782,41.0,31676.951000000015,4133,598561,11696,0.10389333333333345,436950895.3973333,0.0824373333333334,5644417.658666667,0.0,0.0,0.036463999999999996,3423278.4861333333,15219191.216,339666.1608
2021-11-04,7422,33.007999999999996,32895.549,1547,500051,8877,0.11564705882352942,400365954.37967914,0.10158288770053489,5675589.398395722,0.009441176470588236,1.1551871657754011,0.022336898395721932,3395373.590909091,37024943.9144385,342079.7727272727
2021-11-05,7349,45.422,23705.34999999998,1076,526347,8370,0.1015160427807486,394034668.3957219,0.08477272727272726,4541353.315508021,0.2438368983957219,0.5775401069518716,0.028040106951871657,3057742.0695187165,6042469.743315508,340465.44919786096
2021-11-06,5997,31.476,26024.893999999993,561,367861,6514,0.09156534090909094,323537201.82954544,0.08011079545454548,4261984.659090909,0.3155909090909091,0.6627272727272727,0.030576704545454546,3544021.541761364,25401044.795454547,290755.0502840909
2021-11-07,5599,22.0,15089.379999999988,574,384069,6125,0.11244144144144154,318371231.2912913,0.0946816816816817,4008237.5135135134,0.0,0.0,0.028582582582582585,2794047.6636636634,21390614.45045045,312713.2057057057
2021-11-08,4087,64.524,23626.05699999999,1900,141590,5852,0.11155163043478271,380175376.4347826,0.09683695652173918,5358915.451086956,8.458779891304347,5.90875,0.02289130434782608,2801189.434782609,11733573.0,415100.79891304346
2021-11-09,4279,89.73400000000001,33238.96800000001,2252,123658,6367,0.11213,582657881.22,0.09919749999999997,6106152.12475,18.425115,8.5990075,0.02328000000000001,4002762.73975,23748780.7225,318835.435
2021-11-10,3553,75.66199999999999,24318.907000000007,2731,76748,6075,0.12815174129353232,470330776.4676617,0.11190298507462683,5794307.731343283,28.603815920398016,14.5845,0.021126865671641792,2783041.878109453,18455495.950248756,430585.29850746266
2021-11-11,4346,124.046,44416.284999999974,7625,135261,10961,0.1042744186046512,467693086.6232558,0.08546744186046515,6792784.211627907,52.41506511627907,12.907625581395349,0.02726279069767442,3547945.81627907,20955643.381395347,529745.5534883721
2021-11-12,5563,228.82600000000002,74042.49099999997,13898,173249,17554,0.13907619047619044,670246268.5190476,0.11975238095238093,6297485.845238095,43.73653809523809,14.797859523809523,0.023073809523809524,3662836.9261904764,74876485.50952381,608168.4380952381
2021-11-13,6586,222.453,91048.19399999997,20126,273370,24466,0.1402692307692306,680320063.0410256,0.1186461538461539,6241662.858974359,30.188889743589748,5.125161538461538,0.027641025641025625,3188096.1333333333,59011143.364102565,618667.0025641025
2021-11-14,10062,194.94099999999997,119017.77099999998,23717,379037,31310,0.1173844221105528,614327202.19598,0.09957035175879396,6919972.997487437,30.41911055276382,6.0205628140703515,0.02778391959798995,4351591.801507537,80679470.02512562,475300.0
2021-11-15,10895,229.978,131851.198,26547,388890,34495,0.10743908045977019,698716003.9448276,0.08775632183908053,6982220.043678161,44.714565517241375,11.263066666666667,0.028443678160919535,3821317.216091954,67910092.96551724,476264.9379310345
2021-11-16,11980,306.033,147426.02100000004,32425,481320,39838,0.12458390804597695,772026155.5172414,0.10111494252873571,7122981.910344828,58.17591034482758,9.496289655172415,0.03189425287356322,4493273.052873563,70456273.33333333,507549.5011494253
2021-11-17,11765,264.024,170850.439,53676,637500,59442,0.09419036697247711,519665765.21330273,0.07347018348623857,7700600.550458715,30.770887614678898,4.46552752293578,0.02724311926605505,4146784.910550459,53780125.633027524,346822.77752293576
2021-11-18,10476,237.24,165889.52099999998,41070,603214,47014,0.08073287671232869,567887394.4885845,0.06212557077625564,8255835.0,29.911988584474887,11.048408675799086,0.02571232876712328,4949492.9965753425,68189047.36986302,383793.51712328766
2021-11-19,8217,217.0,127584.876,32547,484211,37269,0.09859259259259268,549228048.0714285,0.08016402116402119,8053496.05026455,4.135185185185185,0.12162433862433862,0.02575396825396825,4625944.1878306875,59181793.62962963,571708.2751322752
2021-11-20,1964,43.552,19419.92199999999,0,15935,1964,0.1111238938053098,781790804.3362832,0.1111238938053098,4737874.867256637,0.5426592920353982,3.21858407079646,0.0,4737874.867256637,35494729.876106195,0.0
2021-11-21,1589,28.0,15875.207000000002,0,15106,1589,0.10304524886877829,688091775.0226245,0.10304524886877829,4619716.289592761,0.007990950226244345,0.0,0.0,4619716.289592761,17064724.054298643,0.0
2021-11-22,3010,56.348,24747.314,0,23573,3010,0.11095161290322585,626130206.3548387,0.11095161290322585,4268376.193548387,0.32791935483870965,0.9411290322580645,0.0,4268376.193548387,31197838.01612903,0.0
2021-11-23,3107,70.102,24769.99000000001,0,24459,3107,0.11118181818181815,626538207.5497836,0.11118181818181815,4178459.554112554,0.0933982683982684,2.1307359307359306,0.0,4178459.554112554,33367457.66233766,0.0
2021-11-24,3095,64.043,23766.15200000001,0,23480,3095,0.11992735042735041,608100980.4529915,0.11992735042735041,4027988.217948718,0.08417521367521368,1.9487179487179487,0.0,4027988.217948718,30080953.162393164,0.0
2021-11-25,2760,65.356,21811.711000000003,0,20789,2760,0.11571129707112972,599104747.6317992,0.11571129707112972,3938166.2343096235,1.7141715481171549,2.2016192468619247,0.0,3938166.2343096235,24426460.51882845,0.0
2021-11-26,2633,63.0,24902.103000000006,0,20147,2633,0.1214599156118144,704554767.8312236,0.1214599156118144,3867403.0379746836,0.0,0.0,0.0,3867403.0379746836,22209025.316455696,0.0
2021-11-27,1923,48.0,15923.64999999999,0,16618,1923,0.10679372197309421,714407148.0448431,0.10679372197309421,3925724.0941704037,0.0,0.0,0.0,3925724.0941704037,14168673.95515695,0.0
2021-11-28,1556,43.746,13019.535000000002,0,14670,1556,0.09427555555555553,613442593.3866667,0.09427555555555553,4065193.6,0.4673866666666667,2.567111111111111,0.0,4065193.6,18672933.724444445,0.0
2021-11-29,2767,73.0,25356.484000000008,0,19706,2767,0.13416170212765957,841523682.6553191,0.13416170212765957,4753223.276595744,0.0,0.0,0.0,4753223.276595744,24569632.680851065,0.0
2021-11-30,3339,148.0,23003.885999999984,0,20279,3339,0.13038016528925622,622379254.016529,0.13038016528925622,3527672.6363636362,0.0,0.0,0.0,3527672.6363636362,15475948.67768595,0.0
2021-12-01,3148,108.02300000000001,22848.77800000001,723,33234,3802,0.12819186046511627,593732953.1860465,0.12191860465116276,4221626.726744186,16.73535465116279,8.401988372093024,0.00763372093023256,3413684.485174419,13304987.325581396,223645.8659883721
2021-12-02,4053,98.04800000000002,43853.193,7322,141137,10693,0.11682234957020056,687796574.5673352,0.11039255014326647,6463719.979942693,34.63392836676218,19.29984240687679,0.007773638968481377,4038483.8452722062,33409564.945558738,223862.59025787967
2021-12-03,6105,81.839,116284.83099999995,36322,404617,39788,0.09221881390593048,515025123.6564417,0.06912269938650314,11472321.957055215,12.700973415132925,8.340584867075664,0.027695296523517373,4416810.5071574645,59069866.265848674,757485.1983640082
2021-12-04,5883,60.994,84304.82299999999,30136,301875,33202,0.10065116279069766,586467957.0486258,0.082139534883721,9292476.809725158,12.211543340380551,9.279065539112052,0.02325792811839322,4364051.246300211,29754917.96194503,611458.9143763214
2021-12-05,4791,69.679,71001.76300000002,24316,228225,26954,0.08864118895966036,546464730.6496816,0.06869426751592363,9132517.851380043,19.91088535031847,6.122558386411891,0.028169851380042462,4160600.4458598727,148513644.11464968,724688.5392781317
2021-12-06,4640,96.729,47090.722,4246,135473,8440,0.09316411378555801,628375102.7308534,0.07054048140043756,6685899.512035011,36.66859737417943,14.567422319474833,0.02950765864332603,4499780.963894967,28280304.463894967,314592.2943107221
2021-12-07,5386,111.078,50905.21599999999,1853,153486,7058,0.10475215517241374,609198982.8189656,0.08104741379310351,5413948.2284482755,29.13966379310345,9.47973922413793,0.04087068965517239,4166875.0726293107,22262428.29310345,298720.8290948276
2021-12-08,4155,90.611,42568.51799999999,1332,87305,5356,0.11641797752808981,987688990.8584269,0.08977528089887642,4801494.224719102,20.338534831460677,5.368766292134831,0.033305617977528075,4021159.684044944,23998476.503370788,448593.04359550565
2021-12-09,5093,152.344,54349.298000000046,2852,105598,7686,0.1346562500000001,995271015.9,0.11027291666666673,7126468.991666666,18.00017708333333,9.4444375,0.0354875,5247333.625,18492127.25,395061.13333333336
2021-12-10,12037,95.297,118205.08499999999,5043,522053,16627,0.10300436681222708,812057608.8034935,0.07974017467248912,8318713.515283843,9.07096288209607,6.027572052401747,0.0343122270742358,5677694.661572052,130583269.59825328,417781.7816593886
2021-12-11,9233,85.339,112899.01099999997,7534,424788,16165,0.11310606060606064,1136472858.6818182,0.08942424242424249,9439471.626262626,14.416795454545452,4.951267676767677,0.032202020202020204,5855728.78030303,58688029.94949495,415694.8787878788
2021-12-12,9175,64.59700000000001,94844.687,2327,417478,11286,0.09855470737913485,1233458032.5903308,0.0776157760814249,9135149.424936388,12.407402035623408,8.674445292620865,0.02685241730279898,6504560.826972011,88886917.23155217,420589.63867684477
2021-12-13,4758,71.56,77303.12199999997,7040,175823,11229,0.10945774647887327,1441056193.4788733,0.08597417840375587,10620923.772300469,7.511927230046949,6.471138497652582,0.025877934272300476,7221748.197183099,40138039.4741784,433356.0469483568
2021-12-14,6466,55.582,99212.62200000003,6610,263315,12523,0.12000945626477541,2041165516.4822695,0.0991867612293144,12938601.101654846,10.648936170212766,5.923836879432624,0.024130023640661954,9586977.24822695,66866351.84869976,348183.1725768322
2021-12-15,4957,94.15599999999999,102757.0290000001,12439,234596,16261,0.10319385342789589,2051352538.926714,0.07999999999999996,14131449.555555556,25.68580614657211,6.063267139479906,0.02581087470449172,9878326.685579196,58738432.945626475,341871.8557919622
2021-12-16,5238,92.194,105972.863,11687,249657,15837,0.11297163120567366,2938418874.6855793,0.09163593380614654,14340509.293144207,12.620510638297874,6.403208037825059,0.02370685579196218,11395231.011820331,59244100.91725768,379571.536643026
2021-12-17,4478,66.09200000000001,87348.30900000004,4363,202906,8467,0.09787096774193553,2192084282.359447,0.07980875576036871,11539768.548387097,8.727027649769585,4.915682027649769,0.019801843317972353,9340672.979262672,44319435.35483871,390356.34562211984
2021-12-18,3649,65.438,65562.4940000001,1654,137642,5163,0.10095907928388742,1887583806.1994884,0.07781329923273658,10929028.19948849,20.299043478260867,9.847570332480819,0.024647058823529407,9563767.606905371,27151673.62404092,389778.4739130435
2021-12-19,3998,36.555,71548.63900000002,1216,163508,5106,0.11103282828282834,2009325187.7323232,0.0855277777777778,10726626.926767677,11.117222222222223,2.931070707070707,0.028431818181818173,10463391.575757576,85440235.13131313,291038.00757575757
2021-12-20,3861,66.5,132602.81099999993,1405,122606,5142,0.11111294117647062,4765722968.214118,0.08952000000000004,20471797.851764705,2.9595294117647057,3.7501176470588233,0.024559999999999988,20236694.18,80897397.03529412,201296.33529411766
2021-12-21,3601,51.902,102646.86600000002,2139,109910,5567,0.11478922716627629,2051183990.6932085,0.08771896955503508,13598299.152224824,6.4049133489461365,6.346508196721311,0.029409836065573784,13254874.402810305,60805775.7470726,175913.6393442623
2021-12-22,3492,54.0,94776.68299999996,1585,102316,4939,0.11171358024691357,2824108654.424691,0.08969382716049379,16807634.567901235,4.383456790123456,3.4053086419753087,0.024296296296296302,16128814.058271606,93914549.254321,225496.75456790123
2021-12-23,2546,37.871,67440.87699999996,1605,71469,4039,0.08764439140811457,1254204515.8902147,0.06677804295942724,12032813.69451074,1.5875441527446301,1.6964200477326967,0.0229928400954654,10847827.803818617,47346143.866348445,226997.07112171836
2021-12-24,2407,18.0,48938.112,4028,108822,6107,0.10007616707616715,1355422538.3538084,0.06566830466830467,12693478.584766585,1.314004914004914,1.314004914004914,0.03678132678132676,11343358.15970516,11197064.137592137,317836.8820638821
2021-12-25,1922,13.0,37158.312999999995,3226,102644,4885,0.09513066666666668,1234003933.0293334,0.06438666666666665,16148554.898666667,0.0,0.0,0.032776,15036333.842666667,28242119.978666667,233124.336
2021-12-26,1680,12.0,51011.34700000002,3513,65135,4925,0.101093085106383,1307529163.0744681,0.06960106382978722,13092143.319148935,0.0,0.0,0.032768617021276585,12413017.965957446,22946453.776595745,234012.77978723406
2021-12-27,3833,58.616,29752.39000000001,5311,126647,8587,0.13613834951456313,437221517.38349515,0.11560922330097083,4476799.903883495,6.064118932038835,5.78542718446602,0.02214320388349515,3314171.1781553403,17592614.733009707,327829.76941747573
2021-12-28,3842,45.199,28641.67499999999,3620,110404,7146,0.1335181598062953,452024764.1694915,0.1107384987893463,4785473.78692494,2.1484818401937047,2.8661016949152542,0.026646489104116215,2693765.818401937,12937353.414043583,321089.14043583535
2021-12-29,3867,76.815,30407.422999999984,4321,118359,7825,0.11625862068965526,409569799.7389163,0.09276847290640393,6357136.084482759,4.18648275862069,3.3071182266009855,0.025128078817733976,3497592.2593596056,7788008.068965517,445623.48768472904
2021-12-30,3380,61.870999999999995,25419.501999999997,2449,92807,5644,0.13005472636815923,481355319.8905473,0.10671393034825874,3869320.2910447763,4.026606965174129,3.5556592039800994,0.025121890547263676,3003766.5049751243,8501219.31840796,331835.1144278607
2021-12-31,2153,24.564,17018.390999999992,1733,77718,3778,0.09712044817927176,358096181.42296916,0.07820168067226893,4932193.2969187675,0.24017647058823527,0.4257703081232493,0.02069187675070028,3203518.473389356,7649803.9215686275,375939.2100840336
2022-01-01,2089,11.0,17098.251,2100,102736,4074,0.08145058139534889,292570385.04651165,0.05325872093023255,5228926.194767442,1.8837209302325582,1.8837209302325582,0.03099709302325582,3402931.2340116277,20336994.48837209,287498.7340116279
2022-01-02,2521,23.842,20099.33299999999,1351,108715,3772,0.09023699421965327,383844637.4104046,0.0674017341040463,5506916.407514451,1.1390867052023121,1.1965317919075145,0.025748554913294804,4734449.815028902,21444042.132947978,311683.75722543354
2022-01-03,2333,41.0,19650.125,1329,51437,3550,0.1311292875989446,624544470.3957784,0.10472823218997371,5347310.841688654,0.9630606860158312,0.9630606860158312,0.030868073878627965,4146269.7984168865,9783300.770448549,334460.5556728232
2022-01-04,1942,29.0,12803.447000000002,312,22334,2239,0.11940672782874626,525349000.0703364,0.09288685015290521,3493593.1987767583,0.0,0.0,0.028501529051987762,3368809.4617737,6901867.021406728,275072.40978593274
